"Rank","Player","Year","Pos","Team","AAV",""
"","D.J. Johnson","2023","OLB","CAR","$1,375,747",""
"","Adetokunbo Ogundeji","2023","OLB","ATL","$930,038",""
"","Simi Fehoko","2023","WR","DAL","$930,038",""
"","Talanoa Hufanga","2023","S","SF","$930,038",""
"","Shemar Jean-Charles","2023","CB","GB","$930,038",""
"","Yodny Cajuste","2023","T","NYJ","$1,000,000",""
"","Corey Ballentine","2023","CB","GB","$1,140,000",""
"","Tyjae Spears","2023","RB","TEN","$1,372,654",""
"","Isaiah Likely","2023","TE","BAL","$1,041,085",""
"","Damarion Williams","2023","CB","BAL","$1,041,085",""
"","Chig Okonkwo","2023","TE","TEN","$1,041,085",""
"","Decobie Durant","2023","CB","LAR","$1,041,085",""
"","Zach Tom","2023","T","GB","$1,041,085",""
"","YaYa Diaby","2023","DE","TB","$1,366,353",""
"","Nick Niemann","2023","LB","LAC","$923,501",""
"","Phillip Dorsett","2023","WR","LV","$1,217,500",""
"","Riley Moss","2023","CB","DEN","$1,361,872",""
"","Joshuah Bledsoe","2023","S","NE","$920,087",""
"","Corliss Waitman","2023","P","NE","$990,000",""
"","Le'Raven Clark","2023","RT","PIT","$1,215,000",""
"","Darius Phillips","2023","CB","HOU","$1,130,000",""
"","Chase McLaughlin","2023","K","TB","$1,130,000",""
"","Matt Pryor","2023","G","SF","$1,130,000",""
"","Sidney Jones","2023","CB","CIN","$1,130,000",""
"","Tarvarius Moore","2023","FS","GB","$1,130,000",""
"","Marlon Tuipulotu","2023","DT","PHI","$918,979",""
"","Devon Achane","2023","RB","MIA","$1,359,362",""
"","Trey Hill","2023","C","CIN","$918,088",""
"","Quinton Bohanna","2023","DT","DAL","$917,118",""
"","Elijah Mitchell","2023","RB","SF","$915,892",""
"","Roy Lopez","2023","DT","HOU","$915,709",""
"","Daiyan Henley","2023","LB","LAC","$1,355,105",""
"","Gary Brightwell","2023","RB","NYG","$914,718",""
"","Brandin Echols","2023","CB","NYJ","$913,546",""
"","Arryn Siposs","2023","P","PHI","$845,000",""
"","Rodarius Williams","2023","CB","NYG","$913,284",""
"","Chris Evans","2023","RB","CIN","$913,222",""
"","Shi Smith","2023","WR","CAR","$913,105",""
"","Racey McMath","2023","WR","TEN","$912,840",""
"","Trenton Simpson","2023","LB","BAL","$1,352,211",""
"","Landon Young","2023","RT","NO","$912,445",""
"","Stone Forsythe","2023","LT","SEA","$911,656",""
"","Ji'Ayir Brown","2023","S","SF","$1,348,952",""
"","Tank Bigsby","2023","RB","JAC","$1,348,229",""
"","Victor Dimukeje","2023","OLB","ARI","$910,465",""
"","Demetric Felton","2023","WR","CLE","$910,285",""
"","Damar Hamlin","2023","S","BUF","$910,119",""
"","DeMarvion Overshown","2023","LB","DAL","$1,347,507",""
"","Dorian Williams","2023","LB","BUF","$1,368,202",""
"","Wanya Morris","2023","T","KC","$1,342,089",""
"","Myles Gaskin","2023","RB","MIA","$1,232,500",""
"","Darnell Washington","2023","TE","PIT","$1,338,477",""
"","Khalil Herbert","2023","RB","CHI","$902,677",""
"","Camaron Cheeseman","2023","LS","WAS","$902,677",""
"","Israel Mukuamu","2023","CB","DAL","$902,677",""
"","Trey Smith","2023","G","KC","$902,677",""
"","Sam Ehlinger","2023","QB","IND","$902,677",""
"","Isaiah McDuffie","2023","ILB","GB","$902,677",""
"","Michael Wilson","2023","WR","ARI","$1,334,865",""
"","James Houston","2023","OLB","DET","$705,000",""
"","Mike Strachan","2023","WR","IND","$898,708",""
"","Jordan Battle","2023","S","CIN","$1,331,254",""
"","Patrick Johnson","2023","DE","PHI","$896,469",""
"","Matt Farniok","2023","C","DAL","$895,675",""
"","Jonathon Cooper","2023","OLB","DEN","$895,168",""
"","Kyle Fuller","2023","C","DEN","$1,105,000",""
"","Kenny Yeboah","2023","TE","NYJ","$660,000",""
"","Troy Apke","2023","S","WAS","$1,105,000",""
"","Alex Armah","2023","FB","WAS","$1,105,000",""
"","Cam Gill","2023","LB","TB","$965,000",""
"","Willie Snead","2023","WR","SF","$1,317,500",""
"","Austin Bryant","2023","DE","SF","$1,105,000",""
"","Brett Toth","2023","RT","PHI","$1,105,000",""
"","Tre Tucker","2023","WR","LV","$1,326,021",""
"","Brodric Martin","2023","DT","DET","$1,326,021",""
"","Ricky Stromberg","2023","C","WAS","$1,326,021",""
"","Mekhi Blackmon","2023","CB","MIN","$1,326,021",""
"","Cameron Latu","2023","TE","SF","$1,326,021",""
"","Siaki Ika","2023","DT","CLE","$1,365,395",""
"","Jake Moody","2023","K","SF","$1,363,520",""
"","Tre Norwood","2023","CB","PIT","$893,610",""
"","Shaka Toney","2023","DE","WAS","$893,238",""
"","Will Fries","2023","G","IND","$891,344",""
"","Ben Skowronek","2023","WR","LAR","$891,131",""
"","Tarell Basham","2023","OLB","CIN","$1,131,000",""
"","Nick Saldiveri","2023","T","NO","$1,170,571",""
"","Sam Howell","2023","QB","WAS","$1,005,400",""
"","Pressley Harvin III","2023","P","PIT","$890,184",""
"","Darian Kinnard","2023","G","KC","$1,004,603",""
"","Dax Milne","2023","WR","WAS","$889,317",""
"","Micah McFadden","2023","LB","NYG","$1,003,927",""
"","D.J. Davidson","2023","DT","NYG","$1,003,529",""
"","Khalil Shakir","2023","WR","BUF","$1,001,787",""
"","Jakorian Bennett","2023","CB","LV","$1,165,899",""
"","Hroniss Grasu","2023","C","LV","$1,095,000",""
"","Cole Turner","2023","TE","WAS","$999,720",""
"","Thomas Booker","2023","DE","HOU","$999,103",""
"","Tyler Allgeier","2023","RB","ATL","$998,474",""
"","Delarrin Turner-Yell","2023","S","DEN","$998,264",""
"","Tariq Woolen","2023","CB","SEA","$998,054",""
"","Jake Andrews","2023","C","NE","$1,162,086",""
"","Snoop Conner","2023","RB","JAC","$996,566",""
"","Anthony Bradford","2023","G","SEA","$1,160,996",""
"","Matt Waletzko","2023","T","DAL","$995,873",""
"","Jerome Ford","2023","RB","CLE","$995,537",""
"","Zyon McCollum","2023","CB","TB","$995,433",""
"","Dylan Horton","2023","DE","HOU","$1,160,259",""
"","Eric Johnson","2023","DT","IND","$995,185",""
"","Robert Jones","2023","G","MIA","$818,333",""
"","Demone Harris","2023","OLB","HOU","$0",""
"","Otito Ogbonnia","2023","DT","LAC","$994,720",""
"","Jake Curhan","2023","RT","SEA","$817,833",""
"","Adetomiwa Adebawore","2023","DT","IND","$1,159,227",""
"","Montrell Washington","2023","WR","DEN","$993,546",""
"","Kyle Philips","2023","WR","TEN","$993,331",""
"","Dawand Jones","2023","T","CLE","$1,158,083",""
"","Kyren Williams","2023","RB","LAR","$992,601",""
"","Jack Stoll","2023","TE","PHI","$815,833",""
"","Esezi Otomewo","2023","DE","MIN","$992,262",""
"","Chad Ryland","2023","K","NE","$1,156,687",""
"","Alaric Jackson","2023","RT","LAR","$815,000",""
"","Keesean Johnson","2023","WR","BUF","$946,500",""
"","DaRon Bland","2023","CB","DAL","$991,197",""
"","Amen Ogbongbemiga","2023","LB","LAC","$813,333",""
"","Zayne Anderson","2023","S","BUF","$997,500",""
"","Felipe Franks","2023","QB","ATL","$813,333",""
"","Braxton Jones","2023","LT","CHI","$989,888",""
"","Ty Chandler","2023","RB","MIN","$989,710",""
"","Greg Mancz","2023","C","BUF","$1,165,000",""
"","Teagan Quitoriano","2023","TE","HOU","$989,036",""
"","Clark Phillips III","2023","CB","ATL","$1,153,382",""
"","Aaron Patrick","2023","DE","DEN","$660,000",""
"","Chandler Zavala","2023","G","CAR","$1,152,934",""
"","Cortez Broughton","2023","DT","BUF","$942,500",""
"","Roschon Johnson","2023","RB","CHI","$1,152,172",""
"","Colby Wooden","2023","DE","GB","$1,151,982",""
"","Luke Wattenberg","2023","C","DEN","$986,930",""
"","Jerry Jacobs","2023","CB","DET","$809,500",""
"","Sidy Sow","2023","G","NE","$1,151,028",""
"","Samuel Womack","2023","CB","SF","$985,831",""
"","Angelo Blackson","2023","DE","BAL","$1,165,000",""
"","Laquon Treadwell","2023","WR","BAL","$1,165,000",""
"","Brent Urban","2023","DE","BAL","$1,165,000",""
"","Daryl Worley","2023","CB","BAL","$1,165,000",""
"","Andy Isabella","2023","WR","BAL","$1,080,000",""
"","Kevon Seymour","2023","CB","BAL","$1,080,000",""
"","David Sharpe","2023","T","BAL","$1,080,000",""
"","Mike Thomas","2023","WR","BAL","$1,165,000",""
"","Jaleel Johnson","2023","DT","TEN","$1,080,000",""
"","Ar'Darius Washington","2023","S","BAL","$940,000",""
"","Corey Levin","2023","C","TEN","$1,080,000",""
"","Ben Niemann","2023","LB","TEN","$1,080,000",""
"","Chris Jackson","2023","CB","TEN","$895,000",""
"","Naquan Jones","2023","DT","TEN","$940,000",""
"","Vernon Butler","2023","DT","NYG","$1,080,000",""
"","Korey Cunningham","2023","T","NYG","$1,080,000",""
"","Lil’jordan Humphrey","2023","WR","DEN","$1,080,000",""
"","Jaydon Mickens","2023","WR","NYG","$1,080,000",""
"","Tyler Lancaster","2023","DE","DEN","$1,080,000",""
"","Tommy Sweeney","2023","TE","NYG","$1,080,000",""
"","Quinn Bailey","2023","T","DEN","$825,000",""
"","Jack Anderson","2023","G","NYG","$895,936",""
"","Ben DiNucci","2023","QB","DEN","$940,000",""
"","Lawrence Cager","2023","WR","NYG","$705,000",""
"","Jonas Griffith","2023","LB","DEN","$825,000",""
"","Wyatt Davis","2023","G","NYG","$940,000",""
"","Kendall Hinton","2023","WR","DEN","$660,000",""
"","Nick McCloud","2023","CB","NYG","$882,500",""
"","Tony Jones","2023","RB","DEN","$940,000",""
"","Jason Pinnock","2023","CB","NYG","$937,613",""
"","David Sills","2023","WR","NYG","$940,000",""
"","Justin Murray","2023","T","LV","$1,080,000",""
"","Austin Walter","2023","RB","LV","$0",""
"","Aaron Brewer","2023","LS","ARI","$1,165,000",""
"","Jackson Barton","2023","T","ARI","$1,080,000",""
"","Artie Burns","2023","CB","SEA","$1,080,000",""
"","Corey Clement","2023","RB","ARI","$1,080,000",""
"","Joey Hunt","2023","C","SEA","$0",""
"","Jeff Driskel","2023","QB","ARI","$1,080,000",""
"","Isaiah Dunn","2023","CB","SEA","$816,667",""
"","Matt Haack","2023","P","ARI","$1,080,000",""
"","Michael Jackson","2023","CB","SEA","$940,000",""
"","Nate Hairston","2023","CB","ARI","$1,080,000",""
"","Jon Rhattigan","2023","LB","SEA","$940,000",""
"","Eric Banks","2023","DE","ARI","$895,000",""
"","Andre Chachere","2023","CB","ARI","$940,000",""
"","Lachavious Simmons","2023","T","ARI","$0",""
"","Anthony Firkser","2023","TE","NE","$1,080,000",""
"","Trace McSorley","2023","QB","NE","$1,080,000",""
"","Terez Hall","2023","LB","NE","$0",""
"","J.J. Taylor","2023","RB","NE","$0",""
"","Colby Gossett","2023","G","CLE","$1,080,000",""
"","Shaun Wade","2023","CB","NE","$949,391",""
"","Maurice Hurst","2023","DT","CLE","$1,242,000",""
"","Wes Martin","2023","G","CLE","$1,080,000",""
"","Joseph Charlton","2023","P","CLE","$940,000",""
"","Tevaughn Campbell","2023","CB","JAC","$1,232,500",""
"","Jaelon Darden","2023","WR","CLE","$1,044,476",""
"","Michael Dogbe","2023","DE","JAC","$1,080,000",""
"","Michael Dwumfour","2023","DT","CLE","$940,000",""
"","Qadree Ollison","2023","RB","JAC","$1,080,000",""
"","Thomas Graham Jr.","2023","CB","CLE","$940,000",""
"","Blake Hance","2023","T","JAC","$825,000",""
"","Jacob Harris","2023","WR","JAC","$940,000",""
"","Caleb Johnson","2023","ILB","JAC","$810,667",""
"","Sammis Reyes","2023","TE","JAC","$940,000",""
"","Cole Van Lanen","2023","G","JAC","$825,000",""
"","Miles Boykin","2023","WR","PIT","$1,080,000",""
"","Duke Dawson","2023","CB","PIT","$1,080,000",""
"","Mason Rudolph","2023","QB","PIT","$1,080,000",""
"","Luq Barcoo","2023","CB","PIT","$940,000",""
"","River Cracraft","2023","WR","MIA","$1,080,000",""
"","J'Marcus Bradley","2023","WR","PIT","$940,000",""
"","Dan Chisena","2023","WR","PIT","$940,000",""
"","Breiden Fehoko","2023","DT","PIT","$940,000",""
"","Madre Harper","2023","CB","PIT","$940,000",""
"","Adrian Colbert","2023","FS","CHI","$0",""
"","Christian Kuntz","2023","LS","PIT","$940,000",""
"","Greg Stroman","2023","CB","CHI","$1,080,000",""
"","Jonathan Marshall","2023","DT","PIT","$895,000",""
"","Stephen Carlson","2023","TE","CHI","$940,000",""
"","Anthony McFarland","2023","RB","PIT","$0",""
"","Kenny Robinson","2023","S","PIT","$0",""
"","Quincy Roche","2023","DE","PIT","$940,000",""
"","Chapelle Russell","2023","LB","PIT","$0",""
"","Neville Hewitt","2023","ILB","HOU","$1,165,000",""
"","Byron Cowart","2023","DT","HOU","$1,080,000",""
"","Mason Schreck","2023","TE","HOU","$0",""
"","Keelan Doss","2023","WR","LAC","$940,000",""
"","Jalen Camp","2023","WR","HOU","$997,500",""
"","Kemon Hall","2023","CB","LAC","$940,000",""
"","Tyree Gillespie","2023","S","HOU","$940,000",""
"","Larry Rountree III","2023","RB","LAC","$940,000",""
"","Ka'dar Hollman","2023","CB","HOU","$997,500",""
"","Darrius Shepherd","2023","WR","LAC","$940,000",""
"","Jimmy Morrissey","2023","C","HOU","$825,000",""
"","Christian Covington","2023","DT","DET","$1,165,000",""
"","Germain Ifedi","2023","RT","DET","$1,165,000",""
"","Craig Reynolds","2023","RB","DET","$108,000",""
"","Adam Pankey","2023","T","NYJ","$1,080,000",""
"","Scott Daly","2023","LS","DET","$940,000",""
"","Tanzel Smart","2023","DT","NYJ","$0",""
"","Eli Ankou","2023","DT","BUF","$1,080,000",""
"","Benito Jones","2023","DT","DET","$940,000",""
"","Hamsah Nasirildeen","2023","S","NYJ","$825,000",""
"","Shane Ray","2023","OLB","BUF","$1,080,000",""
"","Tom Kennedy","2023","WR","DET","$940,000",""
"","Greg Senat","2023","T","NYJ","$895,000",""
"","Marcell Ateman","2023","WR","BUF","$940,000",""
"","Riley Patterson","2023","K","DET","$660,000",""
"","Malik Taylor","2023","WR","NYJ","$0",""
"","Anthony Pittman","2023","LB","DET","$940,000",""
"","Saivion Smith","2023","CB","DET","$940,000",""
"","Brock Wright","2023","TE","DET","$940,000",""
"","Shane Zylstra","2023","TE","DET","$940,000",""
"","Milo Eifler","2023","LB","WAS","$825,000",""
"","Jake Fromm","2023","QB","WAS","$940,000",""
"","De'Jon Harris","2023","LB","WAS","$660,000",""
"","Jaryd Jones-Smith","2023","T","WAS","$940,000",""
"","Jaret Patterson","2023","RB","WAS","$825,000",""
"","Keaton Sutherland","2023","C","WAS","$0",""
"","Rachad Wildgoose","2023","CB","WAS","$660,000",""
"","Jonotthan Harrison","2023","C","ATL","$1,165,000",""
"","Breon Borders","2023","CB","ATL","$1,080,000",""
"","Andre Smith","2023","ILB","ATL","$1,080,000",""
"","Frank Darby","2023","WR","ATL","$825,000",""
"","Carlos Davis","2023","DT","ATL","$940,000",""
"","Ethan Greenidge","2023","T","ATL","$940,000",""
"","Parker Hesse","2023","TE","ATL","$940,000",""
"","Albert Huggins","2023","DT","ATL","$940,000",""
"","Jesse James","2023","TE","NO","$1,165,000",""
"","David Moore","2023","WR","TB","$1,080,000",""
"","Ugo Amadi","2023","S","NO","$1,080,000",""
"","Rodrigo Blankenship","2023","K","TB","$940,000",""
"","Ryan Connelly","2023","LB","NO","$1,080,000",""
"","Dominique Dafney","2023","TE","TB","$940,000",""
"","Keke Coutee","2023","WR","NO","$1,080,000",""
"","Dee Delaney","2023","CB","TB","$940,000",""
"","Ty Summers","2023","LB","NO","$1,080,000",""
"","Nick Leverett","2023","G","TB","$940,000",""
"","James Washington","2023","WR","NO","$1,080,000",""
"","Justin Skule","2023","T","TB","$0",""
"","Andrew Dowell","2023","LB","NO","$940,000",""
"","Miller Forristall","2023","TE","NO","$940,000",""
"","Ben Banogu","2023","DE","DAL","$1,080,000",""
"","Kirk Merritt","2023","WR","NO","$882,500",""
"","Tristan Vizcaino","2023","K","DAL","$997,500",""
"","Adam Prentice","2023","FB","NO","$660,000",""
"","Calvin Throckmorton","2023","T","NO","$660,000",""
"","Jabari Zuniga","2023","DE","NO","$0",""
"","Blake Bell","2023","TE","KC","$1,165,000",""
"","Danny Shelton","2023","DT","KC","$1,165,000",""
"","Matt Dickerson","2023","DE","KC","$1,080,000",""
"","Austin Reiter","2023","C","KC","$1,080,000",""
"","John Ross","2023","WR","KC","$1,080,000",""
"","Dicaprio Bootle","2023","CB","KC","$940,000",""
"","Shane Buechele","2023","QB","KC","$940,000",""
"","Cole Christiansen","2023","LB","KC","$940,000",""
"","Jody Fortson","2023","TE","KC","$940,000",""
"","Phil Hoskins","2023","DT","KC","$940,000",""
"","Lamar Jackson","2023","CB","KC","$940,000",""
"","La'Mical Perine","2023","RB","KC","$940,000",""
"","Ihmir Smith-Marsette","2023","WR","KC","$940,000",""
"","Daniel Wise","2023","DT","KC","$940,000",""
"","Sheldon Day","2023","DT","MIN","$1,165,000",""
"","Blake Brandel","2023","T","MIN","$940,000",""
"","Tay Gowan","2023","CB","MIN","$940,000",""
"","Khyiris Tonga","2023","DT","MIN","$825,000",""
"","T.Y. McGill","2023","DT","SF","$1,165,000",""
"","Michael Thomas","2023","FS","CIN","$1,165,000",""
"","Kerry Hyder","2023","DE","SF","$1,080,000",""
"","Cody Ford","2023","G","CIN","$1,080,000",""
"","Darryl Johnson","2023","DE","SF","$1,080,000",""
"","Tanner Hudson","2023","TE","CIN","$940,000",""
"","Marlon Davidson","2023","DT","SF","$940,000",""
"","Trenton Irwin","2023","WR","CIN","$825,000",""
"","Troy Fumagalli","2023","TE","SF","$940,000",""
"","Jay Tufele","2023","DT","CIN","$1,076,422",""
"","Keith Ismael","2023","C","SF","$940,000",""
"","Breshad Perriman","2023","WR","IND","$1,165,000",""
"","Jauan Jennings","2023","WR","SF","$940,000",""
"","Genard Avery","2023","DE","IND","$1,080,000",""
"","A.J. Parker","2023","CB","SF","$940,000",""
"","Pharaoh Brown","2023","TE","IND","$1,080,000",""
"","Curtis Robinson","2023","ILB","SF","$940,000",""
"","Malik Turner","2023","WR","IND","$1,080,000",""
"","McTelvin Agim","2023","DT","IND","$0",""
"","Rashod Berry","2023","OLB","IND","$895,000",""
"","Demarcus Robinson","2023","WR","LAR","$1,165,000",""
"","Henry Black","2023","S","IND","$0",""
"","Brett Rypien","2023","QB","LAR","$1,080,000",""
"","Jake Funk","2023","RB","IND","$825,000",""
"","Marquise Copeland","2023","DT","LAR","$940,000",""
"","Deon Jackson","2023","RB","IND","$660,000",""
"","Mike Hoecht","2023","DT","LAR","$742,500",""
"","Dakoda Shepley","2023","G","IND","$997,500",""
"","Richard LeCount","2023","S","LAR","$0",""
"","Grant Stuard","2023","LB","IND","$889,061",""
"","Christian Rozeboom","2023","LB","LAR","$660,000",""
"","Jonah Williams","2023","DE","LAR","$882,500",""
"","Michael Jordan","2023","G","CAR","$1,080,000",""
"","Greg Mabin","2023","CB","CAR","$1,080,000",""
"","Ladarius Hamilton","2023","DE","GB","$0",""
"","Myles Dorn","2023","CB","CAR","$940,000",""
"","Jake Hanson","2023","G","GB","$660,000",""
"","Fred Johnson","2023","G","PHI","$1,080,000",""
"","John Penisini","2023","DT","CAR","$940,000",""
"","Patrick Taylor","2023","RB","GB","$660,000",""
"","Ian Book","2023","QB","PHI","$1,038,396",""
"","Giovanni Ricci","2023","FB","CAR","$660,000",""
"","Tarron Jackson","2023","DE","PHI","$940,000",""
"","Stephen Sullivan","2023","WR","CAR","$660,000",""
"","Tyree Jackson","2023","TE","PHI","$940,000",""
"","Davion Taylor","2023","OLB","PHI","$940,000",""
"","Braeden Daniels","2023","G","WAS","$1,148,613",""
"","Dominique Robinson","2023","DE","CHI","$983,289",""
"","Chamarri Conner","2023","CB","KC","$1,147,842",""
"","Matthew Butler","2023","DT","LV","$982,240",""
"","Carter Warren","2023","T","NYJ","$1,146,080",""
"","Ventrell Miller","2023","LB","JAC","$1,144,234",""
"","Jon Gaines II","2023","G","ARI","$1,143,060",""
"","Cameron Young","2023","DT","SEA","$1,141,877",""
"","James Mitchell","2023","TE","DET","$975,638",""
"","Damone Clark","2023","LB","DAL","$975,638",""
"","Kingsley Enagbare","2023","OLB","GB","$975,638",""
"","Tavius Robinson","2023","OLB","BAL","$1,140,141",""
"","Isaiah McGuire","2023","DE","CLE","$1,137,983",""
"","Derius Davis","2023","WR","LAC","$1,137,983",""
"","Jake Haener","2023","QB","NO","$1,136,204",""
"","Stetson Bennett","2023","QB","LAR","$1,134,785",""
"","Viliami Fehoko Jr.","2023","DE","DAL","$1,132,689",""
"","Kyron Johnson","2023","LB","PHI","$967,482",""
"","Tyler Lacy","2023","DE","JAC","$1,131,781",""
"","Kyle Hinton","2023","G","ATL","$870,000",""
"","Charlie Jones","2023","WR","CIN","$1,129,694",""
"","Vederian Lowe","2023","T","MIN","$964,468",""
"","Christian Benford","2023","CB","BUF","$963,569",""
"","Nick Herbig","2023","LB","PIT","$1,128,230",""
"","Nick Zakelj","2023","T","SF","$962,589",""
"","Malcolm Rodríguez","2023","LB","DET","$961,980",""
"","Amaré Barno","2023","DE","CAR","$961,351",""
"","Tyler Scott","2023","WR","CHI","$1,125,863",""
"","Jalen Nailor","2023","WR","MIN","$960,165",""
"","Devin Harper","2023","LB","DAL","$959,380",""
"","Jamaree Salyer","2023","LT","LAC","$958,982",""
"","Grant Calcaterra","2023","TE","PHI","$958,536",""
"","Jay Ward","2023","CB","MIN","$1,123,386",""
"","Cade Mays","2023","G","CAR","$958,269",""
"","Sam Roberts","2023","DT","NE","$957,869",""
"","Keaontay Ingram","2023","RB","ARI","$957,648",""
"","Mike Woods","2023","WR","CLE","$957,072",""
"","Trestan Ebner","2023","RB","CHI","$956,484",""
"","Austin Deculus","2023","T","HOU","$955,688",""
"","Matt Henningsen","2023","DT","DEN","$955,520",""
"","Connor Heyward","2023","TE","PIT","$953,806",""
"","Chasen Hines","2023","C","NE","$952,010",""
"","Lecitus Smith","2023","G","ARI","$948,004",""
"","Ko Kieft","2023","TE","TB","$948,004",""
"","Derion Kendrick","2023","CB","LAR","$948,004",""
"","Quentin Lake","2023","S","LAR","$948,004",""
"","Ja'Sir Taylor","2023","CB","LAC","$948,003",""
"","Montaric Brown","2023","CB","JAC","$943,995",""
"","Isaiah Thomas","2023","DE","CLE","$943,901",""
"","Mark Robinson","2023","LB","PIT","$943,089",""
"","Ja'Tyre Carter","2023","G","CHI","$942,328",""
"","Tariq Carpenter","2023","LB","GB","$941,313",""
"","Chris Paul","2023","G","WAS","$941,111",""
"","Baylon Spector","2023","LB","BUF","$940,931",""
"","Dareke Young","2023","WR","SEA","$940,275",""
"","Jonathan Ford","2023","DT","GB","$940,272",""
"","Daniel Hardy","2023","DE","LAR","$939,926",""
"","Deane Leonard","2023","CB","LAC","$939,916",""
"","Chase Lucas","2023","CB","DET","$939,820",""
"","Thayer Munford Jr.","2023","T","LV","$939,265",""
"","Rodney Thomas","2023","S","IND","$938,846",""
"","Christian Holmes","2023","CB","WAS","$938,470",""
"","Jaylen Watson","2023","CB","KC","$936,343",""
"","Skylar Thompson","2023","QB","MIA","$935,554",""
"","Rasheed Walker","2023","T","GB","$935,218",""
"","Brittain Brown","2023","RB","LV","$934,963",""
"","Isiah Pacheco","2023","RB","KC","$934,777",""
"","Jeffrey Gunter","2023","DE","CIN","$934,510",""
"","Trenton Gill","2023","P","CHI","$934,252",""
"","Elijah Hicks","2023","CB","CHI","$934,252",""
"","Zander Horvath","2023","RB","LAC","$934,252",""
"","Brock Purdy","2023","QB","SF","$934,252",""
"","Russ Yeast","2023","S","LAR","$934,252",""
"","Samori Toure","2023","WR","GB","$934,252",""
"","Raleigh Webb","2023","WR","NE","$705,000",""
"","Kader Kohou","2023","CB","MIA","$863,333",""
"","Malik Herring","2023","DE","KC","$816,667",""
"","DaMarcus Mitchell","2023","DE","NE","$861,667",""
"","Troy Hairston","2023","FB","HOU","$853,333",""
"","Kurt Hinish","2023","DT","HOU","$861,667",""
"","Aidan O'Connell","2023","QB","LV","$1,087,345",""
"","Luiji Vilain","2023","LB","MIN","$860,000",""
"","Calvin Austin","2023","WR","PIT","$1,041,085",""
"","Armani Rogers","2023","TE","WAS","$859,167",""
"","Jarrett Guarantano","2023","QB","DEN","$705,000",""
"","Darien Butler","2023","LB","LV","$858,333",""
"","Sam Webb","2023","CB","LV","$858,333",""
"","Brenden Schooler","2023","S","NE","$858,333",""
"","Trill Williams","2023","CB","MIA","$808,333",""
"","Markquese Bell","2023","S","DAL","$858,333",""
"","Peyton Hendershot","2023","TE","DAL","$858,333",""
"","Jojo Domann","2023","LB","IND","$858,333",""
"","Marquan McCall","2023","DT","CAR","$858,333",""
"","Joey Blount","2023","S","SEA","$857,667",""
"","Jalen Virgil","2023","WR","DEN","$857,500",""
"","De’Shaan Dixon","2023","OLB","JAC","$857,333",""
"","Jaylen Warren","2023","RB","PIT","$857,333",""
"","Dee Alford","2023","S","ATL","$705,000",""
"","Ryan Stonehouse","2023","P","TEN","$856,667",""
"","Tomon Fox","2023","LB","NYG","$856,667",""
"","Luke Masterson","2023","LB","LV","$856,667",""
"","Tony Adams","2023","S","NYJ","$856,667",""
"","Timothy Horne","2023","DT","ATL","$856,667",""
"","Jordan Mason","2023","RB","SF","$856,667",""
"","Wesley French","2023","C","IND","$856,667",""
"","Josh Jobe","2023","CB","PHI","$856,667",""
"","Josh Sills","2023","G","PHI","$856,667",""
"","D’Anthony Bell","2023","S","CLE","$855,833",""
"","Jack Sanborn","2023","LB","CHI","$855,833",""
"","Jake Hansen","2023","LB","HOU","$855,833",""
"","Isaiah Coulter","2023","WR","BUF","$0",""
"","Kingsley Jonathan","2023","DT","BUF","$0",""
"","Reed Blankenship","2023","S","PHI","$855,000",""
"","Tanner Conner","2023","WR","MIA","$855,000",""
"","Stone Smartt","2023","TE","LAC","$855,000",""
"","Lewis Kidd","2023","T","NO","$855,000",""
"","Ryan Wright","2023","P","MIN","$855,000",""
"","Dallis Flowers","2023","CB","IND","$855,000",""
"","Jake Hummel","2023","ILB","LAR","$855,000",""
"","Jaylon Jones","2023","S","CHI","$854,167",""
"","Gary Jennings","2023","WR","CAR","$870,000",""
"","Kiondre Thomas","2023","CB","GB","$870,000",""
"","Britain Covey","2023","WR","PHI","$705,000",""
"","Arron Mosby","2023","LB","CAR","$0",""
"","Christian Elliss","2023","DE","PHI","$787,500",""
"","Marquez Stevenson","2023","WR","CAR","$0",""
"","Dalton Keene","2023","TE","PHI","$870,000",""
"","Sam Tecklenburg","2023","C","CAR","$660,000",""
"","Janarius Robinson","2023","DE","PHI","$705,000",""
"","Raequan Williams","2023","DT","CAR","$0",""
"","Chandler Wooten","2023","ILB","CAR","$705,000",""
"","Anthony Brown","2023","QB","BAL","$0",""
"","Tre Avery","2023","S","TEN","$853,333",""
"","Mike Brown","2023","S","TEN","$927,500",""
"","Julius Chestnut","2023","RB","TEN","$705,000",""
"","Jack Gibbens","2023","LB","TEN","$705,000",""
"","John Leglue","2023","G","TEN","$927,500",""
"","Sam Okuayinonu","2023","DE","TEN","$927,500",""
"","Tyler Shelvin","2023","DT","TEN","$927,500",""
"","Caleb Shudak","2023","K","TEN","$927,500",""
"","Josh Thompson","2023","CB","TEN","$705,000",""
"","Ryder Anderson","2023","DE","NYG","$0",""
"","Christian Dilauro","2023","T","DEN","$787,500",""
"","Zyon Gilbert","2023","S","NYG","$870,000",""
"","Mitchell Fraboni","2023","LS","DEN","$825,000",""
"","Devery Hamilton","2023","T","NYG","$0",""
"","Elijah Garcia","2023","DT","DEN","$705,000",""
"","Isaiah Hodgins","2023","WR","NYG","$870,000",""
"","Tommy Hudson","2023","TE","DEN","$870,000",""
